,Scholarship Name,Eligibility,Region,Deadline,Award,Important Links,Description,Email,Contact Number,Contact Details,link,category
39,"Post-Matric Scholarship (PMS) for SC/ST/BC/Disabled Category, Telangana 2024-25",Class 10 passed to Ph.D. level students,India,31-May-2025,"Tuition fee reimbursement and maintenance charges ranging between ₹850 to ₹6,90,000 per annum","{'Original website': 'https://telanganaepass.cgg.gov.in/', 'Latest scholarship link': 'https://telanganaepass.cgg.gov.in/epassonlinelinks.do', 'Apply online link': 'https://tgepass.cgg.gov.in/homeServicePMSPreReg'}","Post-Matric Scholarship (PMS) for SC/ST/BC/Disabled Category, Telangana 2024-25 is an initiative by the Telangana Government to support students from SC/ST/BC/Disabled categories pursuing higher education. Eligible students can receive tuition fee reimbursement for various courses, including intermediate, ITI, polytechnic, professional courses, graduate/postgraduate courses, and Ph.D. The reimbursement amount varies depending on the course, ranging from ₹850 per annum for intermediate courses to ₹6,90,000 per annum for medical courses.Source:Telangana ePASS",help.telanganaepass@cgg.gov.in,Null,"e-PASS
Project Monitoring Unit, SPIU, Ground Floor
Damodaram Sanjeevaiah Sankshema Bhavan (DSS Bhavan)
Opposite Chacha Nehru Park, Masab Tank, Hyderabad
E-mail ID:
help.telanganaepass@cgg.gov.in |
Phone Number:
(040)-23390228
Technical Issues:
(040)-23120311,23120312",https://telanganaepass.cgg.gov.in/epassonlinelinks.do,mixed
40,India High Fliers Undergraduate Scholarships 2025,Students pursuing selected undergraduate programs,United Kingdom,31-May-2025,"GBP 5,000 for the first year","{'Apply online link': 'https://www.birmingham.ac.uk/funding/undergraduate/university-of-birminghamindia-high-fliers-undergraduate-scholarships', 'Original website': 'https://www.birmingham.ac.uk/'}","India High Fliers Undergraduate Scholarships 2025 is an opportunity provided by the University of Birmingham to students pursuing selected full-time undergraduate programs at the university. A total of 20 scholarships are available for the academic year 2025-26. The selected candidates will receive GBP 5,000 towards tuition fees for one year.Source:University of Birmingham",Null,121 414 3344,"University of Birmingham
Edgbaston
Birmingham, B15 2TT
United Kingdom
Phone Number:
44 (0)121 414 3344",https://www.birmingham.ac.uk/,other
41,"Post-Matric Scholarship for SC Students, Delhi 2024-25",SC students studying in Class 11 and above,India,31-May-2025,"A maintenance allowance up to ₹13,500 per annum and other benefits","{'Apply online link': 'https://edistrict.delhigovt.nic.in/', 'Latest scholarship link': 'https://socialjustice.gov.in/writereaddata/UploadFile/PMS_for_SCs_Scheme_Guidelines.pdf', 'Original website': 'https://scstwelfare.delhi.gov.in/'}","Post-Matric Scholarship for SC Students, Delhi 2024-25 is a centrally-sponsored scholarship offered by the Ministry of Social Justice and Empowerment, Government of India, and managed by the Department of Welfare of SC/ST/OBC. The scholarship aims to provide financial help to students studying in Class 11 and onwards, helping them continue their education after high school (college/university). The selected students will receive a maintenance allowance of up to ₹13,500 and other benefits.Source:Welfare of SC/ST, Government of NCT of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number: (011) 23379512",https://socialjustice.gov.in/writereaddata/UploadFile/PMS_for_SCs_Scheme_Guidelines.pdf,mixed
42,"DOA Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Scheme, Maharashtra 2024-25",Students enrolled in professional courses,India,31-May-2025,Reimbursement of up to 100% tuition and exam fees,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A4CECAB91C2B36920', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/24.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","DOA Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Scheme, Maharashtra 2024-25 is an initiative of the Directorate of Art, Government of Maharashtra to provide financial assistance to economically weaker sections of society in the state who are admitted to professional courses. Selected students will receive a reimbursement of up to 100% of tuition and exam fees.Source:Aaple Sarkar DBT Portal",Null,Null,"Directorate of Art, Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number:
(022)-22025301",https://mahadbt.maharashtra.gov.in/PDF/24.pdf,mixed
43,"Tuition Fees and Examination Fees to OBC Students, Maharashtra 2024-25",OBC students studying in Class 11 and above,India,31-May-2025,"Up to 100% reimbursement in tuition, exams, and other admissible fees","{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/30.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A8311355D6F13BE56'}","Tuition Fees and Examination Fees to OBC Students, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government to Maharashtra for Other Backward Classes (OBC) students pursuing post-matric education (Class 11 and above). Selected scholars will receive up to 100% reimbursement for tuition, exams, and other admissible fees.Source:Aaple Sarkar DBT Portal",Null,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
Annex Building-139, First Floor, Mantralaya
Madam Cama Road, Hutatma Rajguru Chawk
Mumbai 400032
Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/30.pdf,mixed
44,"Tuition Fees and Examination Fees to SBC Students, Maharashtra 2024-25",SBC students studying in Class 11 and above,India,31-May-2025,100% tuition fees and examination fees reimbursement,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A2406A5294F822FAC', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/30.pdf', 'Original website': 'https://mahadbtmahait.gov.in'}","Tuition Fees and Examination Fees to SBC Students, Maharashtra 2024-25 is an opportunity provided by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to Special Backward Classes (SBC) students pursuing studies in Class 11 and above. The scholarship aims to create opportunities for students to pursue higher education. The selected students will receive 100% tuition fees and exam fee reimbursement.Source:Aaple Sarkar DBT Portal",Null,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
Annex Building-139, First Floor, Mantralaya
Madam Cama Road, Hutatma Rajguru Chawk
Mumbai 400032
Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/30.pdf,mixed
45,"Savitribai Phule Scholarship for SC Girl Students of Class 5 to 10, Maharashtra 2024-25",Female SC students of Classes 5 to 10,India,31-May-2025,Up to ₹100 per month for 10 months,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A8FE969DA87030502', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","The Savitribai Phule Scholarship for SC Girl Students of Class 5 to 10, Maharashtra 2024-25 is an opportunity provided by the Social Justice and Special Assistance Department, Government of Maharashtra for female students belonging to Scheduled Caste (SC) who are pursuing pre-matric studies. Selected candidates will receive up to ₹100 per month for 10 months.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,Null,"Social Justice & Special Assistance Department
1st Floor, Annex Building
Mantralay, Madam Cama Road
Hutatma Rajguru Chowk, Nariman Point
Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in
| Phone Number:
(022) 22025251, 22028660, 22843665, 220231652",https://mahadbt.maharashtra.gov.in/,monetary
46,"Pre-Matric Scholarship for OBC Students, Delhi 2024-25",Students studying in Classes 9 or 10,India,31-May-2025,"₹4,000 per annum","{'Latest scholarship link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf', 'Apply online link': 'https://www.edistrict.delhigovt.nic.in/', 'Original website': 'http://scstwelfare.delhigovt.nic.in/'}","Pre-Matric Scholarship for OBC Students, Delhi 2024-25 is an initiative of the Department for the Welfare of SC/ST/OBC/Minority, Government of NCT Delhi to the OBC category students studying in Classes 9 or 10 in Government schools. The selected students will receive a consolidated academic allowance of ₹4,000 per annum.Source Link:Welfare of SC/ST, Government of NCT of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number:
(011) 23379512",https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf,monetary
47,"Merit Scholarship for SC/ST/OBC Students, Delhi 2024-25","Students pursuing graduation, postgraduation and certificate/diploma courses",India,31-May-2025,"Up to ₹24,000 per annum","{'Apply online link': 'https://edistrict.delhigovt.nic.in/', 'Original website': 'https://scstwelfare.delhi.gov.in/', 'Latest scholarship link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf'}","Merit Scholarship for SC/ST/OBC Students, Delhi 2024-25 is an opportunity offered by the Department for the Welfare of SC/ST/OBC/Minority, Government of NCT of Delhi, to the students pursuing UG/PG degree or diploma courses. This scholarship aims to provide financial assistance to the SC, ST, and OBC category students. The selected students will receive up to ₹24,000 per annum.Source Link:Welfare of SC/ST, Government of NCT of Delhi",dscstschscheme.delhi@gov.in,011-23379511,"Department for the welfare of SC/ST/OBC,
Government of NCT of Delhi
B Block, 2nd floor, Vikas Bhawan, IP Estate, New Delhi-110002
Email ID:
dscstschscheme.delhi@gov.in |
Phone Number:
011-23379511",https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf,monetary
48,"Pre-Matric Scholarship for SC Students, Delhi 2024-25",SC Students of Class 9 and 10,India,31-May-2025,"A consolidated academic allowance up to ₹7,000 per annum and an extra allowance for disabled students","{'Apply online link': 'https://edistrict.delhigovt.nic.in/', 'Original website': 'https://scstwelfare.delhi.gov.in/'}","Pre-Matric Scholarship for SC Students, Delhi 2024-25 is an opportunity provided by the Department for the Welfare of SC/ST/OBC/Minority, Government of NCT of Delhi to provide financial assistance to Scheduled Caste (SC) students who are studying in Class 9 and 10. The key objective of the scholarship is to minimise the incidence of dropout among the SC category of students in the transition from elementary to the secondary stage. The selected students will receive a consolidated academic allowance of up to ₹7,000 per annum and an extra allowance for disabled students.Source:Welfare of SC/ST, Government of NCT of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number:
(011) 23379512",https://scstwelfare.delhi.gov.in/,mixed
49,"Post-Matric Scholarship for OBC Students, Delhi 2024-25",OBC students studying in Class 11 and above,India,31-May-2025,"Up to ₹10,000 to cover tuition fees and an annual academic allowance of up to ₹10,000","{'Original website': 'https://scstwelfare.delhi.gov.in/', 'Media Link': 'https://www.buddy4study.com/scholarship/post-matric-scholarship-for-obc-students-delhi', 'Latest scholarship link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf', 'Apply online link': 'http://www.edistrict.delhigovt.nic.in/'}","Post-Matric Scholarship for OBC Students, Delhi 2024-25 is a centrally-sponsored scholarship offered by the Ministry of Social Justice and Empowerment, Government of India, and managed by the Department of Welfare of SC/ST/OBC. The scholarship aims to provide financial assistance to support students who are studying at the post-matriculation/post-secondary level. The selected students will receive up to ₹10,000 to cover tuition fees and an annual academic allowance of up to ₹10,000.Source:Welfare of SC/ST, Government of NCT of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number: (011) 23379512",https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf,monetary
50,"MAFSU Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna, Maharashtra 2024-25",Children of registered labourers and marginal farmers,India,31-May-2025,"Up to ₹30,000 for 10 months","{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AE5A44C72C454E753', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/25.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","MAFSU Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna, Maharashtra 2024-25 is an initiative by the Maharashtra Animal and Fishery Sciences University (MAFSU), Government of Maharashtra, to provide financial assistance to students who are children of registered labourers and marginal farmers pursuing higher education. Selected students will receive up to ₹30,000 for 10 months.Source:Aaple Sarkar DBT Portal",Null,Null,"Department of Maharashtra Animal and Fishery Sciences University(MAFSU),
Government of Maharashtra
Futala Lake Road, Nagpur - 440 001
Registrar Office:-
Phone Number:
(0712)-2511784; (0712)-2511785; (0712)-2511787 |
Fax Number:
(0712)-2511273",https://mahadbt.maharashtra.gov.in/PDF/25.pdf,monetary
51,"MCAER Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna (EBC) Students, Maharashtra 2024-25",Students enrolled in UG/PG/diploma courses,India,31-May-2025,A reimbursement of 50% of tuition fees and 50% of exam fees,"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/24.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A50495B1E79CEAF71', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","MCAER Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna (EBC) Students, Maharashtra 2024-25 is an initiative of the Maharashtra Council Of Agriculture Education And Research (MCAER), Government of Maharashtra to provide financial assistance to EBC (Economic Backward Class) students enrolled in a professional, non-professional and technical diploma/degree/postgraduate courses. A 50% reimbursement of tuition and examination fees will be provided to selected students.Source:Aaple Sarkar DBT Portal",mcaer@rediffmail.com,Null,"Maharashtra Council Of Agriculture Education And Research (MCAER),
Government of Maharashtra
132/B, Bhamburda, Bhosale Nagar,
Pune - 411007
Email ID:
mcaer@rediffmail.com
Administration Department:
(020) 25528208 (Ext. 137)
Education Department:
(020) 25528688 (Ext. 125)
Research Department:
(020) 25528688 (Ext. 145)",https://mahadbt.maharashtra.gov.in/PDF/24.pdf,mixed
52,"MCAER Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR), Maharashtra 2024-25",Children of Registered Labourers and Marginal Farmers,India,31-May-2025,"Up to ₹30,000 for 10 months","{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AD36E29BD04FB95F2', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/25.pdf'}","MCAER Dr. Punjabrao Deshmukh Vasatigruh Nirvah Bhatta Yojna (AGR), Maharashtra 2024-25, is an initiative of the Maharashtra Council of Agriculture Education and Research (MCAER) to provide financial assistance to children of registered labor and marginal land farmers. The selected students will receive up to ₹30,000 for 10 months.Source:Aaple Sarkar DBT Portal",Null,Null,"Maharashtra Council Of Agriculture Education And Research (MCAER), Government of Maharashtra
Maharashtra Council of Agriculture Education and Research
132/B, Bhanbhurde, Bhosle Nagar,
Pune - 411007",https://mahadbt.maharashtra.gov.in/PDF/25.pdf,monetary
53,"Financial Assistance to SC Students for Pursuing Higher Studies Abroad, Delhi 2024-25",Students pursuing Ph.D./Master's degree course,India,31-May-2025,"A scholarship of ₹5,00,000 per annum","{'Original website': 'https://scstwelfare.delhi.gov.in/', 'Apply online link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/abroad.pdf'}","Financial Assistance to SC Students for Pursuing Higher Studies Abroad, Delhi 2024-25 is an opportunity provided by the Department for the Welfare of SC/ST/OBC/Minorities, Government of NCT Delhi, to students pursuing selected Masters and Ph.D. courses. The scholarship aims to provide financial assistance to 100 candidates for pursuing their studies in accredited institutions abroad. The selected candidates will receive a monthly grant of ₹5,000 with additional benefits.Source:Government of Delhi",Null,Null,"Department for the Welfare of SC/ST/OBC/Minorities
B-Block, 2nd Floor
Vikas Bhawan, I.P. Estate
New Delhi-110002
Phone Number:
(011) 23379512",https://scstwelfare.delhi.gov.in/,monetary
54,"Reimbursement of Tuition Fee for SC/ST/OBC, Delhi 2024-25",SC/ST/OBC students studying in Classes 1 to 12,India,31-May-2025,"Reimbursement of tuition, lab, and library fees up to ₹48,000 or actual paid, whichever is less","{'Others': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/eligibility_for_various_scholarship_schemes.pdf', 'Latest scholarship link': 'https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf', 'Apply online link': 'https://edistrict.delhigovt.nic.in/', 'Original website': 'https://scstwelfare.delhi.gov.in/'}","Reimbursement of Tuition Fee for SC/ST/OBC, Delhi 2024-25 is an opportunity offered by the Department for the Welfare of SC/ST, Government of NCT of Delhi, for students studying in Classes 1 to 12. This scholarship aims to provide reimbursement of the tuition and other compulsory fees to SC, ST and OBC students studying in recognized public schools in Delhi. The selected students will receive a reimbursement of tuition, lab, and library fees up to ₹48,000 or the actual amount paid, whichever is less.Source:Welfare of SC/ST, Government of NCT of Delhi",Null,011-23379512,"Welfare of SC/ST, Government of NCT of Delhi
B-Block, 2nd floor, Vikas bhawan,
Government of NCT of Delhi Department
I.P. Estate New Delhi - 110002
Phone number:
011-23379512",https://scstwelfare.delhi.gov.in/sites/default/files/scstwelfare/circulars-orders/guidelines_scholarship_2024-25.pdf,mixed
55,"Scholarship for M.Tech. Students, Ladakh 2025-26","Students pursuing M.Tech. from IIT Kanpur, IIT Delhi & IIT Bombay",,31-May-2025,Tuition and other academic fees,"{'Apply online link': 'https://pingala.iitk.ac.in/LA_PGADM-0/login', 'Latest scholarship link': 'https://www.iitk.ac.in/new/data/Advertisement-Notice-PhD-MTech-Ladakh-Applications-2025_26-11-04-25.pdf'}","Scholarship for M.Tech Students, Ladakh 2025-26 is an opportunity offered by the  Government of UT Ladakh to students pursuing M.Tech degree from IIT Kanpur, IIT Delhi & IIT Bombay. This scheme aims to financially aid the students belonging to Ladakh pursuing Master's in the Computer Science, Civil Engineering, Energy Engineering, Earth Sciences, and Electrical Engineering. The selected students will receive a scholarship of ₹25,000 per month.Source:IITK",secyhghedu@ladakh.gov.in,+91-512-259-2403,"Government of Union Territory Ladakh
Atul Singh Mankotia
Secretary Higher Education, Ladakh
Email ID:
secyhghedu@ladakh.gov.in, admissiondesk@iitk.ac.in |
Phone Number:
+91-512-259-2403/2414",https://www.iitk.ac.in/new/data/Advertisement-Notice-PhD-MTech-Ladakh-Applications-2025_26-11-04-25.pdf,mixed
56,Strathclyde International Master’s Scholarships 2025,Students joining a PG taught course at University of Strathclyde,United Kingdom,31-May-2025,"A scholarship of £5,000 (approximately ₹4.8 lakhs) for one year","{'Latest scholarship link': 'https://www.strath.ac.uk/studywithus/scholarships/scienceglasgow850internationalmastersscholarshipsseptember2025/', 'Original website': 'https://www.strath.ac.uk/', 'Apply online link': 'https://www.strath.ac.uk/studywithus/scholarships/scienceglasgow850internationalmastersscholarshipsseptember2025/'}","The Strathclyde International Master’s Scholarships 2025 is an opportunity provided by the University of Strathclyde to students joining on-campus postgraduate taught courses in the Faculty of Sciences at the university. This scholarship for one year financially aids the education of students at the Faculty of Sciences, University of Strathclyde. The selected candidates will receive a scholarship of £5,000 (approx. ₹4.8 lakhs) for one academic year.Source:University of Strathclyde",science-scholarships@strath.ac.uk,141 552 4400,"University of Strathclyde
16 Richmond Street
Glasgow
G1 1XQ
Scotland
Email ID:
science-scholarships@strath.ac.uk l
Phone No.
+44 (0)141 552 4400",https://www.strath.ac.uk/studywithus/scholarships/scienceglasgow850internationalmastersscholarshipsseptember2025/,monetary
57,"State Minority Scholarship Part II (DHE), Maharashtra 2024-25",Graduate and postgraduate degree students,India,31-May-2025,"Total annual course fee or ₹5,000 (whichever is lower)","{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/14.pdf', 'Original website': 'https://mahadbtmahait.gov.in/', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A78F1DC35C6E48797'}","State Minority Scholarship Part II (DHE), Maharashtra 2024-25 is an initiative of the Minority Development, Government of Maharashtra to provide financial help to students pursuing graduate and postgraduate degrees in Arts, Commerce, Science, Law, and Education courses. The selected students will receive a total annual course fee of ₹5,000 (whichever is less).Source:Aaple Sarkar DBT Portal",Null,Null,"Department: Department of Minority Development
5th & 7th Floor,
Mantralaya Extension Building, Hutatma Rajguru Chowk,
Madam Cama Marg, Mumbai - 40032",https://mahadbt.maharashtra.gov.in/PDF/14.pdf,tuition_waiver
58,Boustany MBA Harvard Scholarship 2025,Students pursuing MBA,Abroad,31-May-2025,A scholarship covering 75% of the tuition fees and other benefits,"{'Apply online link': 'https://boustany-foundation.org/scholarship-programmes/mba-harvard/', 'Original website': 'https://boustany-foundation.org/'}","The Boustany MBA Harvard Scholarship 2025 is an opportunity provided by the Boustany Foundation for students with an offer of admission from the Harvard MBA programme. This scholarship, granted once every 2 years, financially aids the education of students at Harvard Business School. The selected candidates will receive a scholarship covering 75% of the tuition fees and other benefits.Source:Boustany Foundation",info@boustany-foundation.org,Null,"Boustany Foundation, Monaco
1 Avenue des Citronniers
98000, Monaco
Fondation autorisée par Ordonnance Souveraine n°413
Boustany Foundation, Switzerland
c/o Lenz & Staehelin
30, Route de Chêne
CH-1211 Geneva 17, Switzerland
Email ID:
info@boustany-foundation.org",https://boustany-foundation.org/,mixed
59,"Maintenance Allowance for Students Studying in Sainiki School, Maharashtra 2024-25",SC students studying in Sainik school,India,31-May-2025,"₹15,000 per annum","{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51ABF885E4275F10C92', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/'}","Maintenance Allowance for Students Studying in Sainiki School, Maharashtra 2024-25 is an initiative of the Social Justice and Special Assisstance, Government of Maharashtra, to provide financial help to SC category students studying at government or private Sainik school. The selected students will receive an annual maintenance allowance of up to ₹15,000 for 10 months.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22843665,"Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in
|
Phone Number:
022-22843665, 220231652",https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51ABF885E4275F10C92,monetary
60,"Maharshi Vithhal Ramaji Shinde Scholarship, Maharashtra 2024",SC students studying in Classes 1 to 10,,31-May-2025,Up to ₹200 per month (for 10 months),"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A921670DC48756720', 'Original website': 'https://mahadbt.maharashtra.gov.in/', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A921670DC48756720'}","Maharshi Vithhal Ramaji Shinde Scholarship, Maharashtra 2024 is an initiative by the Social Justice and Special Assistance, Government of Maharashtra, for SC category students studying in Classes 1 to 10  at government or private institutions. The selected students will receive a monthly scholarship of up to ₹200 per month for 10 months.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22843665,"Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in |
Phone Number:
022-22843665, 220231652",https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A921670DC48756720,monetary
61,"Post-Matric Scholarship to OBC Students, Maharashtra 2024-25",OBC students studying in Class 11 and above,India,31-May-2025,A monthly maintenance allowance up to ₹425 and other benefits,"{'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AC54E5F6E794BD5C1', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/29.pdf'}","Post Matric Scholarship to OBC Students, Maharashtra 2024-25 is an opportunity offered by the VJNT, OBC, and SBC Welfare Department, Government of Maharashtra to financially help Other Backward Classes (OBC) students studying in Class 11 and above. The scheme aims to foster a passion for higher education among the students by providing them with financial assistance for their educational expenses. The selected students will receive a monthly maintenance allowance of up to ₹425 and other benefits.Source:Aaple Sarkar DBT Portal",Null,18001208040,"VJNT, OBC and SBC Welfare Department, Maharashtra
Annex Building-139, First Floor, Mantralaya
Madam Cama Road, Hutatma Rajguru Chawk
Mumbai 400032
Phone Number:
18001208040",https://mahadbt.maharashtra.gov.in/PDF/29.pdf,mixed
62,"Government of India Post-Matric Scholarship for SC Students, Maharashtra 2024-25",Students studying in Class 11 and above,India,31-May-2025,"A monthly maintenance allowance up to ₹1,200 and other benefits","{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AA07C7E01997E4885', 'Original website': 'https://mahadbt.maharashtra.gov.in/', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/1.pdf'}","Government of India Post-Matric Scholarship for SC Students, Maharashtra 2024-25 is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to support SC/Neo-Buddhiststudents pursuing studies beyond Class 10 within the state. This scholarship aims to provide financial assistance to students and reduce dropout rates in educational institutions. Selected students will receive a monthly maintenance allowance of up to ₹1,200 and other benefits.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22025251,"Department of Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in |
Phone Number (Office)
: 022-22025251, 22028660 |
Phone Number:
(022)-22843665, 220231652",https://mahadbt.maharashtra.gov.in/PDF/1.pdf,mixed
63,"Post-Matric Tuition Fee and Examination Fee (Freeship), Maharashtra 2024-25",Students studying in Class 11 and above,India,31-May-2025,"A reimbursement of tuition fees, exam fees and other admissible fees","{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/2.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AE3B184954F87E9F7', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","Post-Matric Tuition Fee and Examination Fee (Freeship), Maharashtra 2024-25 is an initiative of the Department of Social Justice and Special Assistance, Government of Maharashtra to provide financial assistance to the students studying in Class 11 and above in Maharashtra. The selected candidates will receive reimbursement of tuition fees, exam fees, and other admissible fees.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,Null,"Department of Social Justice and Special Assistance, Government of Maharashtra
Email ID:
min.socjustice@maharashtra.gov.in
| Helpline Number:
(022)-22025251",https://mahadbt.maharashtra.gov.in/PDF/2.pdf,mixed
