,Scholarship Name,Eligibility,Region,Deadline,Award,Important Links,Description,Email,Contact Number,Contact Details,link,category
92,KSCSTE Kerala State Young Scientist Award 2024,Indian scientists below 37 years of age with Ph.D. degree,India,Closed,"A cash prize of ₹50,000, a certificate and other benefits","{'Original website': 'https://kscste.kerala.gov.in/', 'Latest scholarship link': 'https://kscste.kerala.gov.in/wp-content/uploads/2019/06/KSYSA_Advt_English_24.pdf', 'Apply online link': 'https://kscste.kerala.gov.in/kerala-state-young-scientist-awards/'}","KSCSTE Kerala State Young Scientist Award 2024 is an opportunity offered by the Kerala State Council for Science, Technology and Environment (KSCSTE) [an autonomous body under the Ministry of Science &Technology, Government of Kerala] to honour young and talented Indian scientists for their outstanding contributions in any branch of science and technology. The selected candidates will receive a cash prize of ₹50,000 and a certificate. The candidates may be considered by the council for a research grant of ₹50 lakh after due consideration of the research project with the help of an expert committee.Source:KSCSTE Portal",stpd.kscste@kerala.gov.in,471 2548214,"Kerala State Council For Science, Technology And Environment(KSCSTE)
Sasthra Bhavan, Pattom
Thiruvananthapuram – 695 004
Email ID:
stpd.kscste@kerala.gov.in
|
Telephone Number:
(+91) 471 2548214",https://kscste.kerala.gov.in/,mixed
93,"Centrally Sponsored Pre-Matric Scholarship for SC Students, Manipur 2024-25",Scheduled Caste (SC) students of Manipur studying in Class 9 and 10 students,India,Closed,"A scholarship grant up to ₹1,000 and other benefits","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Manipur_state_scheme/manipur_3035_G.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Centrally Sponsored Pre-Matric Scholarship for SC Students, Manipur 2024-25 is an initiative of the Government of Manipur, for SC students studying in Class 9 and 10 in both government and private schools. The scholarship aims to help SC students in Manipur complete their elementary education. Selected candidates will receive a scholarship of up to ₹1,000 and other grantsSource:National Scholarship Portal (NSP)",contact@manipureducation.gov.in,Null,"Government of Manipur
Email ID:
contact@manipureducation.gov.in, minister.edu-mn@nic.in |
Phone Number:
(0385)-2451007 |
Fax Number:
(0385)-2461007",https://scholarships.gov.in/,mixed
94,Foundation for Excellence Scholarship for Technical Courses 2024-25,Students pursuing undergraduate courses,India,Closed,"₹50,000 per annum till course completion","{'Latest scholarship link': 'https://ffe.org/site/scholars/', 'Original website': 'https://ffe.org', 'Apply online link': 'https://ffe.org/scholarships/'}","Foundation for Excellence Scholarship for Technical Courses 2024-25 is an opportunity offered by the Foundation For Excellence (FFE), a publicly supported nonprofit organization. The program provides financial assistance to meritorious students from economically disadvantaged backgrounds who aspire to pursue undergraduate degrees in Engineering, Medicine, or Law. The selected candidates will receive ₹50,000 per annum till course completion.Source:Foundation For Excellence",scholarships@ffe.org,Null,"Foundation for Excellence
No. 840, 5th Main,
Indiranagar 1st Stage,
Bengaluru 560 038, Karnataka, India
Email ID:
scholarships@ffe.org
|
Phone Number:
(
+91) (080) 2520 1925",https://ffe.org,mixed
95,"Pre-Matric Disability Scholarship (State Sector), Uttarakhand 2024-25",Disabled students of the state studying in Class 1 to 10,India,Closed,An annual scholarship of up to ₹960,"{'Apply online link': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/UK_PRE_GUIDELINE.pdf'}","Pre-Matric Disability Scholarship (State Sector), Uttarakhand 2024-25 is an opportunity offered to disabled students of the state studying in Classes 1 to 10. The scholarship is administered by the Social Welfare Department of the Uttarakhand government. Selected students will receive an annual scholarship of up to ₹960.Source:National Scholarship Portal (NSP)",directorsocialwelfare@gmail.com,05946-297051,"Directorate,
Social Welfare Department, Government of Uttarakhand
Manpur Purba, Rampur Road Haldwani,
Near Dainik Jagran/Amar Ujala Press Haldwani,
District-Nainital, Uttarakhand
Email ID:
directorsocialwelfare@gmail.com |
Phone Number:
05946-297051 |
Fax Number:
05946-297050",https://scholarships.gov.in/,monetary
96,South Asia Journalism Fellowship (SAJP) 2025-26,Mid-career postgraduate journalists,United Kingdom,Closed,Full programme fees and other benefits,"{'Original website': 'https://www.chevening.org', 'Ask question': 'https://www.chevening.org/faqs/?chevening_faq=&chevening_topic=&chevening_audience=fellows', 'Apply online link': 'https://www.chevening.org/fellowship/sajp/'}","South Asia Journalism Fellowship (SAJP) 2025-26 is an opportunity funded by the UK Foreign, Commonwealth, and Development Office and hosted by the University of Westminster. This 8-week fellowship is aimed at mid-career journalists from South Asian countries including India. The curriculum focuses on the ways in which the media are held responsible, and the wider context within which political institutions operate. The selected fellows will receive full program fees and other benefits.Source:Chevening",india@chevening.org,Null,"Foreign & Commonwealth Office, UK
Email ID:
india@chevening.org",https://www.chevening.org,mixed
97,Chevening India Cyber Security Fellowship 2025-26,Postgraduate students,United Kingdom,Closed,Full program fees and other expenses,"{'Apply online link': 'https://www.chevening.org/fellowship/india-cyber-security/', 'Original website': 'https://www.chevening.org/', 'Ask question': 'https://www.chevening.org/faqs/?chevening_faq=&chevening_topic=&chevening_audience=fellows'}","Chevening India Cyber Security Fellowship 2025-26 is an opportunity offered by the Defence Academy of the United Kingdom (Shrivenham Campus) for postgraduate students. The aim of this fellowship is to provide financial support to mid-career professionals with very high potential in the fields of science, innovation, and business belonging to India. The UK Foreign, Commonwealth and Development Office funds the programme. The selected candidates will receive full programme fees and other expenses.Source:Chevening",india@chevening.org,Null,"Foreign & Commonwealth Office, UK
Email ID:
india@chevening.org",https://www.chevening.org/,mixed
98,Tamil Nadu Chief Minister’s Fellowship Programme (TNCMFP) - 2024,Students holding a first-class bachelor’s/master’s degree,India,Closed,"A monthly stipend of ₹65,000 and additional allowance","{'Apply online link': 'https://www.tn.gov.in/tncmfp/', 'Original website': 'https://www.tn.gov.in/'}","The Tamil Nadu Chief Minister’s Fellowship Programme (TNCMFP) 2024 is an opportunity provided by the Government of Tamil Nadu for students holding a first-class bachelor’s/master’s degree. The program aims to leverage the passion and expertise of young professionals to improve governance procedures and service delivery for various programs and policies in the state of Tamil Nadu. A total of 25 fellows will be tasked with monitoring, evaluation, issue identification, aiding data-driven decisions, and optimisation of the same with global best practices in various departments under the following thematic areas:Augmentation of Water ResourcesAgricultural Production, Productivity, and Creation of Marketing LinkagesRural and Urban HousingImproving Educational StandardsImproving Health IndicatorsSocial InclusionInfrastructure & Industrial DevelopmentSkill Development and Entrepreneurship DevelopmentInstitutional CreditYouth WelfareEcological Balance and Climate ChangeData GovernanceSelected students will receive a monthly stipend of ₹65,000 and an additional allowance.Source:Government of Tamil Nadu",spidept@tn.gov.in,Null,"Government of Tamil Nadu
Special Programme Implementation Department
Namakkal Kavignar Maaligai, Fort St. George
Chennai - 600009
Email ID:
spidept@tn.gov.in
| Phone Number:
2567 0997",https://www.tn.gov.in/,mixed
99,"Chevening Research, Science, and Innovation Leadership Fellowship (CRISP) 2025-26",Postgraduate level students,United Kingdom,Closed,Full programme fees and other expenses,"{'Apply online link': 'https://www.chevening.org/fellowship/crisp/', 'Original website': 'https://www.chevening.org/', 'Ask question': 'https://www.chevening.org/faqs/?chevening_faq=&chevening_topic=&chevening_audience=fellows'}","Chevening Research, Science, and Innovation Leadership Fellowship (CRISP) 2025-26 is an opportunity hosted by St. Cross College, University of Oxford for postgraduate level students. It aims to provide financial support to mid-career professionals with very high potential in the fields of science, innovation, and business in India. The program is funded by the UK Foreign, Commonwealth, and Development Office. The selected candidates will receive full programme fees and other expenses.Source:Chevening",india@chevening.org,Null,"Foreign & Commonwealth Office, UK
Email ID:
india@chevening.org",https://www.chevening.org/,mixed
100,"Chevening Gurukul Fellowship for Leadership and Excellence, UK 2025-26",Postgraduate degree holders,United Kingdom,Closed,Full programme fees and other benefits,"{'Original website': 'https://www.chevening.org/', 'Apply online link': 'https://www.chevening.org/fellowship/gurukul/'}","Chevening Gurukul Fellowship for Leadership and Excellence, UK 2025-26 is a fellowship hosted by the University of Oxford's Department of Politics and International Relations. Funded by the UK Foreign, Commonwealth, and Development Office, this program is designed to support exceptional young professionals and mid-career individuals from diverse backgrounds. The fellowship seeks candidates with strong, demonstrated leadership potential. Selected fellows will receive full program fees and other benefits.Source:Chevening",india@chevening.org,Null,"Government of the UK
Commonwealth and Development Office, London, United Kingdom, SW1A 2AH
Email ID:
india@chevening.org",https://www.chevening.org/,mixed
101,"Centrally Sponsored Post-Matric Scholarship for SC Students, Manipur 2024-25",Scheduled Caste (SC) students studying in Class 11 and above,India,Closed,"An academic allowance of up to ₹13,500 and other benefits","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Manipur_state_scheme/manipur_3032_G.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Centrally Sponsored Post-Matric Scholarship for SC Students, Manipur 2024-25 is an opportunity offered by the Ministry of Social Justice and Empowerment, Government of India. It is implemented through the National Scholarship Portal (NSP) and aims to help SC students from low-income families continue their higher education. Selected candidates will receive an academic allowance of up to ₹13,500 and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice and Empowerment, Government of India
Shri Rajesh Kumar Makkar, Director
Room No. 637, A-Wing, Shastri Bhawan, New Delhi - 110001",https://scholarships.gov.in/,mixed
102,Nagaland State Merit Scholarship 2024-25,Non-indigenous inhabitants of Nagaland studying in Class 11 to Postgraduate level,India,Closed,Financial assistance,"{'Latest scholarship link': 'https://scholarship.nagaland.gov.in/storage/Guidelines//2_Guidelines', 'Apply online link': 'https://scholarship.nagaland.gov.in/', 'Original website': 'https://scholarship.nagaland.gov.in/'}","Nagaland State Merit Scholarship 2024-25 is an initiative of the Department of Higher Education, Nagaland for students in Class 11 and above. It aims to improve literacy and education levels by providing financial assistance to selected students.Source:Common Scholarship Portal",scholarshipnagaland@gmail.com,8929307387,"Directorate of Higher Education
Below New Secretariat Complex
Nagaland, Kohima-797001
Email ID:
scholarshipnagaland@gmail.com |
Phone Number:
(+91) 8929307387",https://scholarship.nagaland.gov.in/,other
103,Nagaland State Research Scholarship 2024-25,Scheduled Tribe (ST) & Indigenous students from Nagaland pursuing Ph.D./D.Litt. in recognised Indian universities,India,Closed,Financial assistance,{'Apply online link': 'https://scholarship.nagaland.gov.in/'},"Nagaland State Research Scholarship 2024-25 is an initiative of the Directorate of Higher Education, Government of Nagaland to provide financial assistance to students pursuing research-based courses like Ph.D. and D.Litt. at recognised universities within India. Selected students will receive financial assistance to pursue higher education.Source:Common Scholarship Portal",scholarshipnagaland@gmail.com,8929307387,"Directorate of Higher Education
Below New Secretariat Complex
Nagaland, Kohima-797001
Email ID:
scholarshipnagaland@gmail.com |
Phone Number:
(+91) 8929307387",https://scholarship.nagaland.gov.in/,other
104,"Commonwealth Master's Scholarship 2025, UK",Students pursuing Master's degree in the UK,India,Closed,"Tuition fees, stipend and other allowances","{'Apply online link': 'https://proposal-sakshat.samarth.edu.in/index.php/scholarship/scholarship-user/home', 'Original website': 'https://cscuk.fcdo.gov.uk/', 'Latest scholarship link': 'https://cscuk.fcdo.gov.uk/scholarships/commonwealth-masters-scholarships/'}","Commonwealth Scholarship Commission (CSC), UK in partnership with the Ministry of Education (MoE), Government of India is offering the Commonwealth Master’s Scholarship 2025, UK for students willing to pursue full-time Master’s degree courses commencing from September/October 2025 at a UK University. The scholarship aims to enable talented and motivated individuals to gain the knowledge and skills required for sustainable development, thus supporting their academic journey. The selected candidates will receive a monthly living allowance of up to GBP 1,652 and other benefits.These scholarships are offered under six themes:Science and technology for developmentStrengthening health systems and capacityPromoting global prosperityStrengthening global peace, security and governanceStrengthening resilience and response to crisesAccess, inclusion and opportunitySource:Commonwealth Scholarships",minister.sm@gov.in,Null,"Ministry of Education
Shri Dharmendra Pradhan
Hon'ble Education Minister
302-C, Shastri Bhawan, New Delhi
Email ID:
minister.sm@gov.in
| Phone Number:
(+91 11) 23782698/23782387",https://cscuk.fcdo.gov.uk/,mixed
105,Mizoram Research Fellowship (MRF) 2024 -25,Research workers and teachers,India,Closed,Financial assistance,"{'Original website': 'https://msb.mizoram.gov.in/', 'Others': 'https://msb.mizoram.gov.in/post/mizoram-research-fellowship-post-matric-merit-scholarship-application-form-2024-25', 'Apply online link': 'https://msb.mizoram.gov.in/uploads/attachments/2024/08/d5db4cc40c4b987ce49fbe483077f8f5/mrf-fresh.pdf'}","Mizoram Research Fellowship (MRF) 2024-25 is an opportunity provided by the Mizoram Scholarship Board, Government of Mizoram to research students and teachers, preferably below the age of 45. The scholarship will provide financial assistance to individuals who have established reputations or published independent works in the field of research.Source:Mizoram Scholarship Board",Null,Null,"Mizoram Scholarship Board
Kaisara Rd
Aizawl, Mizoram 796009",https://msb.mizoram.gov.in/,other
106,Chevening Clore Leadership Fellowship 2025-26,Graduates with minimum five years of experience,United Kingdom,Closed,Course fees and other expenses,"{'Latest scholarship link': 'http://www.chevening.org/programme/clore-leadership', 'Apply online link': 'https://www.chevening.org/fellowship/clore/', 'Original website': 'http://www.chevening.org'}",The Chevening Clore Leadership Fellowship 2025-26 is an opportunity provided by a partnership between the UK Foreign and Commonwealth Office and the Clore Leadership Programme. It offers mid-career professionals in the arts and culture sector an exceptional opportunity to undertake an individually tailored leadership programme in the UK. Selected fellows will receive course fees and other expenses.Sources:Chevening,india@chevening.org,Null,"Foreign, Commonwealth and Development Office UK
Email ID:
india@chevening.org",http://www.chevening.org,mixed
107,Foundation For Excellence Scholarship For Law Students 2024-25,1st year students of integrated law courses,India,Closed,"An annual scholarship of ₹50,000 and other benefits","{'Original website': 'https://ffe.org/', 'Apply online link': 'https://ffe.org/scholarships/'}","Foundation For Excellence Scholarship Program for Law Students 2024-25 is an opportunity provided by the Foundation For Excellence to first-year students of integrated law courses. The scholarship aims to provide financial assistance to qualified students alongside training, mentorship, and networking opportunities. Selected students will receive a scholarship of ₹50,000. In addition to financial support, the program provides mentorship for tech careers, skill-building workshops, and networking events.*Foundation for Excellence is a nonprofit organization dedicated to empowering students and fostering academic excellence. Through its various programs, the foundation provides scholarships, mentorship, and training opportunities to help individuals reach their full potential.Source:Foundation For Excellence",inquiry@ffe.org,Null,"Foundation For Excellence
India Office, No. 840, 5th Main
Indiranagar 1st Stage
Bengaluru - 560 038
Email ID:
inquiry@ffe.org
| Phone Number:
(+91 080) 25201925",https://ffe.org/,mixed
108,Chevening Scholarships 2025-26,Students pursuing a master's degree in the UK,United Kingdom,Closed,A fully-funded scholarship for the course for a year and other benefits,"{'Original website': 'https://www.chevening.org', 'Latest scholarship link': 'https://www.chevening.org/scholarships/application-timeline/', 'Ask question': 'https://www.chevening.org/faqs/?chevening_audience=applicants', 'Apply online link': 'https://www.chevening.org/apply/'}",Chevening Scholarships 2025-26 is an opportunity provided by the Government of the United Kingdom in collaboration with the UK Universities to provide financial assistance to Indian students with outstanding leadership and influencing skills who wish to pursue a one-year master's degree in any subject at any UK university. Selected candidates will receive a fully-funded scholarship for a year for the course and other benefits.Source:Chevening,india@chevening.org,Null,"Government of the UK
Commonwealth and Development Office
London, United Kingdom, SW1A 2AH
Email ID:
india@chevening.org",https://www.chevening.org,mixed
109,Winnie Sun Scholarship for Girls 2024,"Female students admitted to Medicine (MBBS/BDS), Engineering, Nursing, and Pharmacy",India,Closed,"Up to ₹65,000 per annum","{'Apply online link': 'https://form.jotform.com/242253012515443', 'Latest scholarship link': 'https://www.lotuspetalfoundation.org/pdf/Winnie-Sun-Scholarship-Program-Prospectus-2024-25.pdf', 'Original website': 'https://www.lotuspetalfoundation.org/'}","Winnie Sun Scholarship for Girls 2024 is an opportunity offered by the Lotus Petal Foundation to female students admitted in medicine (MBBS/BDS), engineering (B.Tech), nursing, and pharmacy courses. The goal is to empower young women by providing financial assistance throughout their academic path, allowing them to reach their full potential in higher education. The selected candidates will receive a maximum of ₹65,000 per annum to cover their educational expenses, including tuition fees, living costs, and textbooks.*Lotus Petal Foundation is a non-profit organisation founded in November 2011 to provide equitable opportunity for underprivileged children in urban and semi-urban areas.Source:Lotus Petal Foundation",connect@lotuspetalfoundation.org,9818089635,"Lotus Petal Charitable Foundation
Khasra No, 12/2 Dhunela Berka Road
Village Dhunela Sector-31, Tehsil Sohna
Gurgaon - 122103
Email ID:
connect@lotuspetalfoundation.org
| Phone Number: (+91)
9818089635, 1244238591, 9910504483",https://www.lotuspetalfoundation.org/,monetary
110,"Post-Matric Scholarship for SC Students, Tripura 2024",Scheduled Caste (SC) students of the state studying in Class 11 and above,India,Closed,"An academic allowance of up to ₹13,500 per annum and other benefits","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/TRIPURA_PMS_SC.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Post-Matric Scholarship for SC Students, Tripura 2024 is an initiative of the Ministry of Social Justice and Empowerment, Government of India for Scheduled Caste (SC) category students of the state studying at the post-matriculation or post-secondary level. Selected students will receive an academic allowance of up to ₹13,500 per annum and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice and Empowerment, Government of India
Room No. 637, A-Wing, Shastri Bhawan,
New Delhi - 110001",https://scholarships.gov.in/,mixed
111,"Pre-Matric Scholarship for ST Students (Center Sector), Uttarakhand 2024-25",Scheduled Tribe (ST) students of the state studying in Classes 1 to 10,India,Closed,"A maintenance allowance up to ₹6,250 per annum","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/UK_PRE_GUIDELINE.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Pre-Matric Scholarship for ST Students (Center Sector), Uttarakhand 2024-25 is an initiative of the Social Welfare Department, Government of Uttarakhand, to provide financial assistance to ST students of Classes 1 to 10. The selected students will receive up to ₹6,250 per annum.Source:National Scholarship Portal (NSP)",directorsocialwelfare@gmail.com,Null,"Social Welfare Department, Government of Uttarakhand
Maanpur Purab, Rampur Road,
Near Dainik Jagran/Amarujala Press,
Haldwani, Uttarakhand
Email ID:
directorsocialwelfare@gmail.com |
Phone Number:
(05946)-282813",https://scholarships.gov.in/,monetary
112,Prime Minister Scholarship Scheme (PMSS-KSB) 2024-25,Dependent wards of ex-servicemen/ex-coast guard personnel and widows in their first year of a UG course,India,Closed,"Up to ₹3,000 per month","{'Others': 'https://ksb.gov.in/writereaddata/DownLoad/FAQ-New-Application-revised.pdf', 'Apply online link': 'https://164.100.158.73/registration.htm', 'Original website': 'https://ksb.gov.in/index.htm'}","Prime Minister Scholarship Scheme (PMSS-KSB) 2024-25 is an initiative of the Kendriya Sainik Board Secretariat, Department of Ex-Servicemen Welfare, Ministry of Defence, Government of India. It provides scholarships to the dependent wards of ex-servicemen/ex-coast guard personnel and their widows who have been admitted to the first year of an undergraduate (UG) course. This scholarship scheme aims to promote higher technical and professional education. The selected students will receive up to ₹3,000 per month.Source:Kendriya Sainik Board Secretariat, Department of Ex-Servicemen Welfare, Ministry of Defence, Government of India",Null,Null,"Kendriya Sainik Board Secretariat,
Department of Ex-Servicemen Welfare,
Ministry of Defence, Government of India",https://ksb.gov.in/index.htm,monetary
113,"Post-Matric Scholarship for EBC Students, Uttarakhand 2024-25",Economically Backward Class (EBC) students from Uttarakhand pursuing post-matriculation or post-secondary education,India,Closed,"A monthly maintenance allowance up to ₹1,200 and other benefits","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Help_manual.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Post-Matric Scholarship for EBC Students, Uttarakhand 2024-25 is an initiative of the Uttarakhand State Government to provide financial assistance to Economically Backward Class (EBC) students from Uttarakhand pursuing post-matriculation or post-secondary education. Selected students will receive a monthly maintenance allowance of up to ₹1,200 and other benefits.Source:National Scholarship Portal (NSP)",Null,11-24369835,"Department of Social Justice and Empowerment, Government of India
B-2, Ground Floor, Pt. Deendayal Antyodaya Bhawan,
CGO Complex, New Delhi - 110 003
Telephone Number:
(+91)-11-24369835 |
Fax Number:
24369838",https://scholarships.gov.in/,mixed
114,"PM Yasasvi Pre-Matric Scholarship for OBC, EBC, and DNT Students, Sikkim 2024","Other Backward Class (OBC), Economically Backward Class (EBC), and Denotified Nomadic Tribes (DNT) category students studying at the pre-matric level",India,Closed,"An academic allowances of up to ₹10,000 and other benefits",{'Apply online link': 'https://scholarships.gov.in/'},"PM Yasasvi Pre-Matric Scholarship for OBC, EBC, and DNT Students, Sikkim 2024 is an opportunity offered by the Ministry of Tribal Affairs, Government of India to students belonging to the Other Backward Class (OBC), Economically Backward Class (EBC), and Denotified, Nomadic Tribes (DNT) categories studying in Class 9 and 10 in government schools. Selected students will receive an academic allowance of up to ₹10,000 and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Tribal Affairs, Government of India",https://scholarships.gov.in/,mixed
115,"Post-Matric Scholarship for SC Students, Uttarakhand 2024-25",Scheduled Caste (SC) students of the state studying in Class 11 and above,India,Closed,"A maintenance allowance up to ₹1,200 per month","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Help_manual.pdf', 'Apply online link': 'https://scholarships.gov.in'}","Post-Matric Scholarship for SC Students, Uttarakhand 2024-25 is an initiative of the Social Welfare Department, Government of Uttarakhand, to financially help the Scheduled Caste (SC) students studying in Class 11 and above. Selected students will receive a maintenance allowance of up to ₹1,200 per month.Source:National Scholarship Portal (NSP)",directorsocialwelfare@gmail.com,05946-282813,"Social Welfare Department, Government of Uttarakhand
Maanpur Purab, Rampur Road, Near Dainik Jagran/Amarujala Press,
Haldwani, Uttarakhand
Email ID:
directorsocialwelfare@gmail.com |
Phone Number:
05946-282813",https://scholarships.gov.in,monetary
116,"Post-Matric Scholarship to SC Students, Sikkim 2024",Scheduled Caste (SC) students of the state studying in Class 11 and above,India,Closed,"An annual academic allowance up to ₹13,500 and other benefits","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/3064_G.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Post-Matric Scholarship to SC Students, Sikkim 2024 is an opportunity offered by the Government of India through the Ministry of Social Justice and Empowerment, administered by the Department of Social Welfare, Government of Sikkim. This scholarship is available to Scheduled Caste (SC) state students pursuing studies beyond the matriculation level, including Class 11 to the postgraduate level. Selected candidates will receive an annual academic allowance of up to ₹13,500and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice & Empowerment, Government of India
Shri Bharat Lal Meena, Director
Room No. 637, A-Wing, Shastri Bhawan, New Delhi - 110001",https://scholarships.gov.in/,mixed
117,"PM Yasasvi Pre-Matric Scholarship for OBC, EBC, and DNT Students, Sikkim 2024","Other Backward Class (OBC), Economically Backward Class (EBC), and Denotified Nomadic Tribes (DNT) category students studying at the pre-matric level",India,Closed,"An academic allowances of up to ₹10,000 and other benefits",{'Apply online link': 'https://scholarships.gov.in/'},"PM Yasasvi Pre-Matric Scholarship for OBC, EBC, and DNT Students, Sikkim 2024 is an opportunity offered by the Ministry of Tribal Affairs, Government of India to students belonging to the Other Backward Class (OBC), Economically Backward Class (EBC), and Denotified, Nomadic Tribes (DNT) categories studying in Class 9 and 10 in government schools. Selected students will receive an academic allowance of up to ₹10,000 and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Tribal Affairs, Government of India",https://scholarships.gov.in/,mixed
118,"Pre-Matric SC Cleaning and Health Hazard Scholarship, Tripura 2024",SC students of Class 1 to 10,India,Closed,"A scholarship of up to ₹700 per month for 10 months & an ad-hoc grant of up to ₹1,000 per annum","{'Apply online link': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Tripura/Pre-Matric_SC%20Cleaning%20and%20Health%20Hazard.pdf'}","Pre-Matric SC Cleaning and Health Hazard Scholarship, Tripura 2024 is an initiative of the Ministry of Social Justice and Empowerment, Government of India, to support SC students whose parent(s)/guardian(s) are engaged in professions involving manual scavenging, flaying, waste picking, or other hazardous health occupations. The selected candidates will receive a scholarship of up to ₹700 per month for 10 months & an ad-hoc grant of up ₹1,000 per annum.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice and Empowerment, Government of India
Room No. 637, A-Wing, Shastri Bhawan,
New Delhi - 110001",https://scholarships.gov.in/,monetary
119,"Pre-Matric SC Scholarship Class 9 and 10, Tripura 2024",Scheduled Caste (SC) students of the state studying in Class 9 and 10,India,Closed,A scholarship up to ₹525 for 10 months and other benefits,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Tripura/Pre%20Matric%20SC%20Class%20IX%20X%20-%20prasanta%20majumder.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Pre-Matric SC Scholarship Class 9 and 10, Tripura 2024 is an initiative of the Ministry of Social Justice and Empowerment, Government of India, for SC community students of the state who are studying in Class 9 and 10. Selected candidates will be granted a scholarship of up to ₹525 per month for 10 months, along with additional grants.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice and Empowerment,
Government of India
2nd floor C-wing, Shastri Bhawan
New Delhi - 110001 (India)",https://scholarships.gov.in/,mixed
120,"PM Yasasvi Pre-Matric Scholarship for OBC Students, Manipur 2024-25",Class 9 & 10 students of Manipur,India,Closed,"A consolidated academic allowance of ₹4,000 per annum","{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Manipur_state_scheme/manipur_3036_G.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","PM Yasasvi Pre-Matric Scholarship for OBC Students, Manipur 2024-25 is an opportunity provided by the Ministry of Social Justice and Empowerment, Government of India for Other Backward Classes (OBC) students of Manipur. The scholarship aims to provide an opportunity for educational empowerment to socio-economically backward classes. Selected students will receive a consolidated academic allowance of ₹4,000 per annum.Source:Ministry of Social Justice and Empowerment",Null,Null,"Ministry of Social Justice & Empowerment, Government of India
Room no. 202, 2nd floor C-wing,
Shastri Bhawan, New Delhi, Delhi-110001",https://scholarships.gov.in/,monetary
121,"Post-Matric Scholarship for SC Students, Meghalaya 2024-25",SC students of Class 11 and above,India,Closed,"An annual academic allowance of up to ₹13,500 and other benefits","{'Apply online link': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/meghalaya/Guidelines_3054.pdf'}","Post-Matric Scholarship for SC Students, Meghalaya 2024-25 is an opportunity offered by the Ministry of Social Justice and Empowerment, Government of India. It is implemented through the National Scholarship Portal (NSP) and aims to help SC students from low-income families continue their higher education. Selected candidates will receive an annual academic allowance of up to ₹13,500 and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,"Ministry of Social Justice & Empowerment, Government of India
Room no. 202, 2nd floor C-wing,
Shastri Bhawan, New Delhi, Delhi-110001",https://scholarships.gov.in/,mixed
122,"Umbrella Scheme Pre-Matric ST Scholarship Class 9 and 10, Tripura 2024-25",ST students studying in Class 9 and 10,India,Closed,A monthly scholarship of up to ₹350 for 10 months and other grants,"{'Apply online link': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/TripuraPreMatric(Umbrella).pdf'}","Umbrella Scheme Pre-Matric ST Scholarship Class 9 and 10, Tripura 2024-25 is an opportunity provided by the Ministry of Tribal Affairs, Government of India, for Scheduled Tribe (ST) students in Tripura studying in Class 9 and 10. The scholarship aims to support the education of these students to reduce the incidence of drop-out, especially in the transition from the elementary to the secondary stage. The selected candidates will receive a monthly scholarship of ₹350 for 10 months and other grants.Source:National Scholarship Portal",Null,Null,"Ministry of Social Justice & Empowerment, Government of India
Room no. 202, 2nd floor C-wing,
Shastri Bhawan, New Delhi, Delhi-110001",https://scholarships.gov.in/,mixed
